Teks,Bintang,Tanggal
"nilai 8,, ada satu yg kurang kalo cari lg pd album tertentu kadang tidak ada",5,2025-10-15 10:17:42
"aplikasi nggak jelas mau nyetel lagu, malah dipaksa premium gimana kalau ngk ada duit",1,2025-10-15 10:07:01
bagus sangat membantu,5,2025-10-15 09:44:05
"tolong itu lirik yg ilang tb tb dibenerin njir, gue mau nyanyi malah kagak jadi gr gr lirik nya ilang. Itu juga dikit-dikit iklan mulu, gapapa sih ada iklan tapi jangan langsung tiga kali berturut-turut lah njir, mana durasi iklannya lama amat, itu iklan apa movie, gausah nyaranin pake premium, gue cuma minta kurangin karna itu udah berlebihan, mikir kids.",1,2025-10-15 09:36:48
Los...gak da iklan,5,2025-10-15 09:30:51
iklan nya numpuk,1,2025-10-15 09:16:48
ada beberapa lqgu yang tidak keluar liriknya,4,2025-10-15 09:03:43
josjiss,5,2025-10-15 08:56:00
best music 🤩,5,2025-10-15 08:55:37
bagus,5,2025-10-15 08:54:05
bagus lagu nya,5,2025-10-15 08:50:58
Iya aplikasi lagu yng sangat baik menurut saya,5,2025-10-15 08:38:16
Hahhh!,4,2025-10-15 08:35:19
"jangan dikit2 premium, aneh",2,2025-10-15 08:33:14
iklan nya banyak ngentod,4,2025-10-15 08:17:46
joss gandos,5,2025-10-15 08:06:55
"lumayan,agak lemot",4,2025-10-15 07:54:52
kaga bisa muter podcast bjirrrr tai ylahh,2,2025-10-15 07:45:22
"yang bener aja sekarang iklan nya langsung 3, 30 detik lagi.",1,2025-10-15 07:41:25
bagus,5,2025-10-15 07:38:45
aplikasi ini bagus untuk orang yang suka mendengar musik setiap hari,5,2025-10-15 07:24:56
banyak iklan nya,2,2025-10-15 07:13:02
sdh saya uninstall.. karena mendukung Genosida.,1,2025-10-15 06:25:27
Spotify sangat bagus banyak lagu² yang sedang trending,5,2025-10-15 06:06:53
sangat bagussssd,5,2025-10-15 05:59:17
ok,5,2025-10-15 05:46:13
💥🌸🐹,1,2025-10-15 05:45:31
bagus apk paling ku suka,5,2025-10-15 05:20:53
aplikasi ini sangat bagus,5,2025-10-15 04:46:58
saya menyukai lagu kimika,5,2025-10-15 04:43:08
cukup memuaskan,4,2025-10-15 04:41:19
lagu yg diinginkan mudah dicari.....lalu tingga play..oke banget..recomended buat music nya,5,2025-10-15 04:38:02
I am deeply disappointed to learn that your party participated in the genocide movement.,1,2025-10-15 04:37:43
tidak perlu kata kata,5,2025-10-15 04:35:58
"okay... iklan nya makin banyak ya, gak kerasa.. kita dengar lagunya atau iklannya? minimal sponsor itu sedikit aja, ini dibanyak banyakin iklan nya, muak! tolong di kurangin ya, gak bagus tau. ini aplikasi akan dianggap sebagai aplikasi berbayar suatu saat kalau ini makin banyak 😂",1,2025-10-15 04:35:23
"semuanya bagus,tapi tolong untuk download lagunya bisa gratisan tanpa harus premium",3,2025-10-15 04:33:31
yang di puter apa yang dimainkan beda emang tolol,1,2025-10-15 04:31:45
"bgs bgt lagu nya bisa di keluarin bisa denger musik ke sukaan main game, chat, gambar dll kerja bagus 😁",5,2025-10-15 04:23:46
kenapa selalu lelet tiap mau sesrch lagu? padahal kkneksi jaringanku bagus.,2,2025-10-15 04:19:14
spotity terbaik,5,2025-10-15 04:19:01
bagus bgt app nya musik musik nya enak,4,2025-10-15 04:15:22
lagu nya ada semua,5,2025-10-15 03:56:04
bagus cuma kurang nya kadang gak bisa di atur jadi susah deh tapi overall bagus kok,5,2025-10-15 03:50:01
sangat hebatt,5,2025-10-15 03:15:49
BAGUS SIH CUMAN KURANGI IKLAN YG GAK PENTING NYA TRUS HARGA PREMIUM NYA DI KASIH KURANG LAH,1,2025-10-15 02:52:30
"gw baru beli peremium tanggal 13 ya napa, tiba tiba abis premimnya, gajelas banget",1,2025-10-15 02:52:12
wow,5,2025-10-15 02:47:08
"iklannya so asik jir, kesannya maksa banget nyuruh premium",4,2025-10-15 02:35:23
udah 3 kali aja iklan kalian muncul ya bodat,2,2025-10-15 02:26:45
feature berubah-ubah,5,2025-10-15 02:25:23
"kenapa kebanyakan iklan sih. baru 2-3 lagu udh iklan lagi. iklannya pun 3x. kalau bisa, dikurangi ya iklannya. padahal aplikasi nya bagus loh.",4,2025-10-15 02:15:31
lumayan keren dan mantap,5,2025-10-15 01:39:03
oke lah,4,2025-10-15 01:35:21
"so far so good ,teman di moment apa aja 👍🏻",5,2025-10-15 01:22:37
"kenapa ya akun gua ilang cuman karena pengen tambah akun,udah itu masih ada premiumnya lagi terus gua pengen masuk malah ga bisa masuk, tolong dong ini gimana masa akun gua ilang begitu aja rugi gua sumpah kalo bisa balikin aja uang gua.",3,2025-10-15 01:04:43
lancar jaya pokoknya enak lagunya,5,2025-10-15 00:49:29
time drift time drift race drift race race mainan 🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮😗😙😗🥰🥰😗😙😗🥰🫠😇🫠🥰🙃🥰🙃🙃🥰🙃🥰🥰🥰🥰🥰🫢🫢🤢🤢🤢🤮🤢💩💩💩💩💩💩💩💩💩💩💩😺💩😺😺😺😺😺😺😺😺😺😺😾😾💩😺💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩,1,2025-10-15 00:39:52
bagus untuk mendengarkan lagu,5,2025-10-15 00:16:38
keren,5,2025-10-14 23:53:17
tenang.,5,2025-10-14 23:44:34
sangat suka dan sangat membantu dalam mencari lagu favorit,5,2025-10-14 23:33:51
kok di aku ga bisa cepetin lagunya,3,2025-10-14 23:20:09
"Spotify sekarang putar 1 lagu, iklannya 5 y 🤣🤣🤣",1,2025-10-14 23:05:56
aplikasii ini baguss tapi dii akuu gak bisaa liat lirik laguu nyaa,4,2025-10-14 22:49:54
bikin galau,5,2025-10-14 22:43:04
iklannya dikurangin dikit yaa,4,2025-10-14 22:39:09
teman bekerja,5,2025-10-14 22:39:04
"kok sy mw update premium bulanan ga bisa yah ?? sy sdh hapus dan download kembali,, tetap ga bisa ,,",2,2025-10-14 22:35:49
sangattttttttttttt bagussssss....,5,2025-10-14 22:23:09
menghibur,4,2025-10-14 21:59:27
terbaik,5,2025-10-14 20:12:08
sangat cocok untuk saya,5,2025-10-14 18:18:56
gidog,4,2025-10-14 18:14:48
"tolong dong, kok iklan nya semangkin sering ya, mana sekaligus tiga kali iklan berturut-turut dan lama lagi iklan nya, padahal baru putar satu lagu tapi udh iklan aja",2,2025-10-14 17:25:57
"banyak iklan setiap sekali pemutaran lagu iklan 2-5 kali, dengerin lagu atau iklan aplikasinya nih..bingung banget😮‍💨",1,2025-10-14 17:06:30
"Bagus, tapi buset, iklannya ga kurang banyak tuh??? Premium juga lumayan dengan harga segitu perbulan, tpi okelah not bad walaupun agak pricey. ada barang/kualitas juga ada harga. Tpi klo disuruh premium dengan harga segitu, mnding dengerin iklan seabrek jir, tpi paling ya abis ini pindah apk merah klo sebanyak dan selama itu iklannya",4,2025-10-14 16:58:08
lumayan,5,2025-10-14 16:29:40
mantap,5,2025-10-14 16:21:57
aplikasi nya bagus,5,2025-10-14 16:17:11
good job,5,2025-10-14 16:09:15
gok,5,2025-10-14 16:04:58
"kikir, banyak iklan, ga jelas, KIKIRRR",1,2025-10-14 15:54:45
awaaaawaaaAwaaaaaaa😃😃D. . nn nnv,5,2025-10-14 15:45:14
"niat hati mau update tp ga bisa ,udah gitu ga bisa pencarian lagu nih sekarang,ada yang sama ga?",3,2025-10-14 15:43:01
kebanyakan iklan 🤦🏼🤦🏼🤦🏼🥱,1,2025-10-14 15:36:45
"iklannya ngelunjak,awalnya 1 jadi 2, sekarang jadi 3,",1,2025-10-14 15:29:35
sangat bagus,5,2025-10-14 15:18:52
LG sangat bagus,5,2025-10-14 15:15:26
mantap,5,2025-10-14 15:09:09
so far so good,5,2025-10-14 15:07:20
sesuai yang aku mauu sukses terus ya,5,2025-10-14 15:06:20
keren,5,2025-10-14 15:02:25
"apk nya kerenn, banyak iklan seakan memaksa para pengguna untuk berlangganan premium, trs klo muter lagu tbtb selanjutnya keputar lagu yg ga sesuai sama vibe lagu yg sebelumnya didengarkan. tolong ya developer, ngasih iklan jumlahnya yg masuk akal lah.",5,2025-10-14 14:53:40
pertahankan prestasimu,5,2025-10-14 14:38:31
☺️,5,2025-10-14 14:22:25
"bintang 1 untuk iklan nya yang sekarang terlalu banyak sampe 3 iklan ga kaya dulu,kayak terlalu maksa buat premium",1,2025-10-14 14:22:06
bagus kok,5,2025-10-14 14:16:23
enak banget,5,2025-10-14 14:15:14
good luck,5,2025-10-14 14:00:13
reduce ads!,3,2025-10-14 13:56:13
terlalu banyak iklan,2,2025-10-14 13:54:39
𝚋𝚊𝚐𝚞𝚜,5,2025-10-14 13:48:35
"apk nya bagus tapi tolong IKLAN NYA DI KURANGAIN,sebelum puter lagu iklan,bares denger 2 lagu iklan,lama² jadi males pake apk ini,mending cari yg mod aja klo gini terus,tolong lah buat siapapun pengembang apk ini🙏",3,2025-10-14 13:47:32
bagus,5,2025-10-14 13:44:33
👍👍👍,5,2025-10-14 13:34:45
yang bener aja iklannya 3/3 su biasanya di aplikasi lain aja 2/2 atau 1 mana setiap iklan 20 detik lebih,1,2025-10-14 13:26:46
"kenapa di saya lagu yang sudah saya playlist setiap di dengar itu tidak lanjut yang bawah, tetapi beda lagi",3,2025-10-14 13:16:36
aplikasi ini bagus bgt iklannya juga ngasih saran² yang bagus dan menghibur. terimakasih spotify selalu ad menemani,5,2025-10-14 13:13:48
😘,3,2025-10-14 13:13:43
Spotify sangat bagus,5,2025-10-14 13:06:44
bnyk banget iklan si anj,1,2025-10-14 13:06:40
iklannya ada 3 💀,1,2025-10-14 12:59:32
gratissss,5,2025-10-14 12:56:53
keren tapi banyak banget iklannya,4,2025-10-14 12:53:33
sangat bagus aplikasi,5,2025-10-14 12:43:40
baguss bngtt jdii akuu bisaa dengerr laguu sembarii mainn permainnann apaa punn 👏🏻,5,2025-10-14 12:41:29
welll pokonamah,5,2025-10-14 12:40:00
ngk seru tiba-tiba d suruh bayar,1,2025-10-14 12:39:18
aplikasinya bagus banget tapi banyak iklan jadi mohon kurangi iklannya,5,2025-10-14 12:36:15
too many ads🤮👎🏻,1,2025-10-14 12:31:36
apk gacorrr minus iklan nya bejibun,5,2025-10-14 12:07:22
kebanyakan iklan yang suaranya mengganggu,1,2025-10-14 12:04:15
g worth it bgt anjj tiap muter 1 lagu iklannya ampe 3 kali anjir lahhh,1,2025-10-14 11:59:22
"ngasih iklan ngotak dikit kontol, 1 lagu 2 iklan woilah",1,2025-10-14 11:56:23
ya aplikasinya bagus..tapi semuanya banyak premium banyak iklan.. entah hp Saya yang bermasalah atau bagaimana setiap mendengar lagu tiba tiba mati sendiri lagu nya..lalu kita harus kembali lagi ke aplikasi..lagu nya ulang dari awal juga gimana sih.. atau harus berbayar juga? aplikasi udah bagus Saya suka.. terima kasih ya udah buat aplikasi ini,4,2025-10-14 11:52:43
"yah Allah tolong kembali kan dana saya tiba2 ketarik otomatiss sebesar:305.250rb itu seperti nya TDK sengaja kepencet fitur langganan nya saya mohon kembalikan uang saya,saya sangat butuh",1,2025-10-14 11:52:01
iklan nya jgn trllu bnyk...yg lain nya ok,5,2025-10-14 11:51:56
"iklan menggila belakangan ini, main 1 lagu iklan 3 biji 30 detikan, parah.",1,2025-10-14 11:49:37
mantap,5,2025-10-14 11:46:23
Spotify bagus bngat,5,2025-10-14 11:45:28
"hei bagaimana kau masa baru bentar nyetel lagu yang ku pencet malah pake premium,dasar gua mana ada duit,gini aja pake premiumnya kalo offline atau tanpa iklan,jangan bikin sengsara lah😭",1,2025-10-14 11:20:55
Buaaagus bgt ok dadah,5,2025-10-14 11:18:10
Bagus aku sukaaa banget,5,2025-10-14 11:12:21
"heh. gue mau premium bayar pake google play di tolak di suruh make telkomsel, pas udah pake telkomsel di tolak lagi suruh make dana, pas udah make dana jaringan eror, heh bgst gue make wifi 2, kartu gua 5G dua duanya, mau lo apasi",1,2025-10-14 11:02:50
mantap,5,2025-10-14 10:57:58
"suka bgt kalo denger pas lagi baca atau di perjalnan, cuman, kadang iklan nya bisa 4 sekaligus, itu bikin ga nyaman",5,2025-10-14 10:51:16
bye bye spotify....,1,2025-10-14 10:41:34
bagus,5,2025-10-14 10:22:07
gk ada niatan bikin vocal off biar bisa versi karaoke?,5,2025-10-14 10:19:53
bagus suka karna ada lagu idol K-pop bts,5,2025-10-14 10:15:57
too many ads,1,2025-10-14 10:08:57
kualitas jernih,5,2025-10-14 09:47:40
sangat menghibur saat waktu senja,5,2025-10-14 09:39:44
sekarang dah bisa,5,2025-10-14 09:37:55
Gak bisa offline,4,2025-10-14 09:20:48
sangat seru banget,5,2025-10-14 09:03:42
aplikasi pemutar iklan,2,2025-10-14 08:57:24
good,5,2025-10-14 08:56:19
"apliksi yng sngat menghibur bngett klo lgi kspian / mlkukan hall lain lain ,intnyaa good jobbbbb👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻",5,2025-10-14 08:48:23
sangattt bagussss dan ini menemani kuuu sepanjanggg hariii,5,2025-10-14 08:34:51
bagus,5,2025-10-14 08:29:01
"ga pernah loading, banyak lagu lagu terbaru.",5,2025-10-14 08:28:12
tolong lagu vokalis: Edi Silitonga judul : Tangis dan Cinta,5,2025-10-14 08:20:58
baik aja sih emang kenapa kalau bagus emang gue harus bilang waw gitu wk wk wk wk wk wk wk wk wk wk wk wk ha ha gabut wk wk wk wk abc ah bacot ha ha ha ha ha ha 😆 gue gabot aja bagus sekali,5,2025-10-14 08:15:22
iklan nya banyak bgttt bisa 4 iklan sekaligus 💔💔💔😞,2,2025-10-14 08:13:11
seru dan bisa belajar nyanyi 🥰🥰😍😍,5,2025-10-14 08:06:58
"aplikasinya bagus.mau cari lagu, mau buat playlist sendiri mudah gak ribet.putar lagu kuota habis pun masih bisa.",5,2025-10-14 08:00:51
mantap mancing,5,2025-10-14 07:47:53
sangat bermanfaat 🙏🤗,5,2025-10-14 07:36:32
sangat bagus,5,2025-10-14 07:21:38
apk nya mantap buat dengarin lagu kesukaan kita ..lagunya pun lengkap,5,2025-10-14 07:13:34
gak suka ada iklan nya,2,2025-10-14 07:05:02
bagus,5,2025-10-14 07:04:19
Bagus 😊,5,2025-10-14 06:54:06
bagus.,5,2025-10-14 06:48:19
kok lama banget sih ke instal nya ?,1,2025-10-14 06:45:46
kali ini update nya jangan sampai lemot iya,5,2025-10-14 06:27:31
sangat baik,5,2025-10-14 06:16:04
sangat memuaskan,5,2025-10-14 06:10:36
ok,5,2025-10-14 06:04:50
mantap,5,2025-10-14 06:02:29
kenapa premium semua padahal saya ingin mendengar lagu😭😭,1,2025-10-14 05:51:51
karna lagu nya enak semua,4,2025-10-14 05:44:16
bagus banget Spotify mantap lah,5,2025-10-14 04:42:42
bagus,5,2025-10-14 04:33:58
mantep,5,2025-10-14 04:26:27
suka,5,2025-10-14 04:20:38
"Min,sumpa bisa lebih di permudah gak pembelian preniumnya,kek mau daftar kerja aja😔",3,2025-10-14 04:10:04
"kebanyakan iklan, msih bagusan sc sih soalnya ga bnyk iklan, trus kalo mau putar sesuai urutan ga hrs premium, semua lgu ada di sc ... ekhem... Is that too much duh",1,2025-10-14 04:06:38
minimal bisa di pilih lah lagunya yg ada di playlist jangan ada batasannya,2,2025-10-14 04:04:57
lbih kebnyakan iklan,1,2025-10-14 03:51:04
seneng walau bnyk iklan,5,2025-10-14 03:00:40
spotify memberi hiburan musik yang mengesankan,5,2025-10-14 02:48:10
Bagus selalu uptodate lagu terbaru terutama khusus untuk K-Pop,5,2025-10-14 02:40:28
sangat Terbantu mendengarkan apa aja musik atau lagu yang saya suka. sehat dan sukses selalu spotify terima kasih,5,2025-10-14 02:17:42
ok banget,5,2025-10-14 02:03:46
"tambahin fitur ""blokir artis"" dong bre. ms ngedenger musik dr 1 artis, seluruh musik rekomendasi ny jd dr dy trs. contohnya, gua cmn ngedenger musik ""Karma"" dari C!nah/Vivinos, trs seluruh musik rekomendasi gua langsung Jd playlist Alien stage. gua gtw apa' soal itu. tp intinya tambahin fiturnya memeg.",3,2025-10-14 01:24:40
mantap,5,2025-10-14 01:22:41
"mantap, bisa dengar lagu kesukaan sambil buka yg lain",5,2025-10-14 01:12:03
enakkk,5,2025-10-14 01:03:27
bagus 👍sangan membantu buat hiburan musik😊,5,2025-10-14 00:42:51
biar bintang yg berbicara 😁,5,2025-10-14 00:33:06
lagu nya baru baru,5,2025-10-14 00:26:30
lagu minang,5,2025-10-14 00:21:20
goog,5,2025-10-13 23:41:33
bagus banget tapi pas denger lagi sad malah ada iklan,5,2025-10-13 23:41:09
koleksi lagi lengkap,5,2025-10-13 23:22:22
bagus😎,5,2025-10-13 23:20:33
"over all udah bagus kali yaak, suara lagunya jernih, lagu yang dicari selalu ada, tapi kurang itu satu, KENAPA IKLANNYA BANYAK BGT ANJIRRR!!?? ok i know itu karena aku ga premium, tp aku ga premium jg karna harganya mahal bos, tak sesuai dengan duit yg ada di dompet q, pls yh spotify, kasi diskon bwat premium, gapapa deh prem nya sebulan doank asal harga nya emang murah, tbh ak pengen prem tp cm sebulan ..",5,2025-10-13 23:03:52
Developer nggak ada tulisan lagu di bawah,2,2025-10-13 22:56:18
Bagus,5,2025-10-13 22:53:57
sangat memuaskan,5,2025-10-13 22:09:32
mau haji berapa kali lagi?,1,2025-10-13 21:54:27
best,5,2025-10-13 19:50:36
ajg bat lagi sad malah banyak iklan tlol iklan nya juga ngiklanin premium sendiri lah beli premium cuman buat ilangin iklan yg ngajak nyuruh beli premium lo kikir apa gimana bangst,1,2025-10-13 19:34:29
mantap,5,2025-10-13 18:55:28
aplikasi ini membantu ku untuk semangat main game dan membuat ku tertidurebih cepat,5,2025-10-13 18:27:28
deezer still besss .,5,2025-10-13 18:07:57
"males bgt, udh premium slalu di play lagu andmesh, pencet shuffle dapet lagu andmesh, play di playlist hits dapet lagu andmesh, apalah algoritma nya padahal gak pernah suka andmesh. dah muak gua setaun gini trs",1,2025-10-13 17:47:49
dah bagus bisa login lagi makasih udah mau dengar ya Spotify,5,2025-10-13 16:06:52
best aplikasi Cok suka sih,5,2025-10-13 16:05:16
mantafff topppp,5,2025-10-13 15:58:39
👍,5,2025-10-13 15:20:29
kadang² putar lagu pas gambar sama baca webtoon wkwkwkwk ini rekomen banget sihh,5,2025-10-13 15:05:01
baru nyetel lagu sekali aja iklannya udh berkali²,2,2025-10-13 14:59:52
senang sekali,5,2025-10-13 14:59:39
mkasih udh sangat membantu,5,2025-10-13 14:47:23
iklan,3,2025-10-13 14:34:20
My Life Now 🧬,5,2025-10-13 14:34:17
mantap apotify no 1 lah,5,2025-10-13 14:29:01
"aku dulu berlangganan & sekarang sudah tidak , tapi kenapa tidak bisa masuk ke apk ?",3,2025-10-13 14:24:05
bagus banget 👍👍👍,5,2025-10-13 14:20:42
bagus tapi sering kembali sendiri,4,2025-10-13 14:16:57
sangat bagus tapi salah nya suka iklan,5,2025-10-13 14:16:28
sangat baguss,5,2025-10-13 14:01:16
sangat bagus tapi sayang iklan ya mengganggu,5,2025-10-13 14:00:58
saya sangat suka,5,2025-10-13 14:00:38
untuk Spotify udah bagus mantap lh pokok nya cuma minta tolong hilang kan iklan horor nya d ganti iklan yg lain jangan horor masalah nya sering dengerin lagu d Spotify pulang kerja lewat hutan ya d pikir lah lagi asik asik jadi merinding ke bawa suasana tolong d ubah iklan nya yg lain,5,2025-10-13 13:59:07
enak,5,2025-10-13 13:58:13
sangat bagus lagu yang aku mau semua ada👊😜,5,2025-10-13 13:54:15
mantab polll,5,2025-10-13 13:52:53
semua lagu yang ada di Spotify music ini sangat lah banyak,5,2025-10-13 13:49:04
aplikasi nya kayak babi burik jelek mending di hapus dari pelaistore,1,2025-10-13 13:46:48
sangat bagus,5,2025-10-13 13:40:20
🤍🤍🤍🤍🤍,5,2025-10-13 13:39:28
mantap,5,2025-10-13 13:38:37
Bagus,4,2025-10-13 13:31:53
josss,5,2025-10-13 13:30:48
👍👍👍,3,2025-10-13 13:27:07
ok,5,2025-10-13 13:18:43
fiturnya pada ga jelas dan banyak iklan,1,2025-10-13 12:40:43
banyak lagu sangking banyaknya sampe bingung,5,2025-10-13 12:36:26
sangat menyenangkan dan bikin tenang,5,2025-10-13 12:35:26
bagus👍👍,5,2025-10-13 12:29:57
aplikasi keren,5,2025-10-13 12:11:27
"Bgus,,great klo bisa kurangin durasi iklan nya.mksh",5,2025-10-13 12:10:43
"aplikasi inii baguss, tidak perlu bayar,",5,2025-10-13 12:01:08
apalah dikit dikit premium premium gila duit bener,1,2025-10-13 11:57:58
"bagus, klo lg gabutt",4,2025-10-13 11:42:17
seru banget kalo lagi nugas sambil dengerin Spotify,5,2025-10-13 11:41:43
lagu lagu nya asik semua,4,2025-10-13 11:24:10
playlist lagu beat hip hop yg di nyalain galau2 semua 🤬,1,2025-10-13 11:21:39
tolong beberapa lirik ditampilkan,5,2025-10-13 11:15:36
sya sngt² puas dengan aplikasi ini sngt bgus skli sya sngat menyukai'y,5,2025-10-13 11:15:11
good,5,2025-10-13 11:10:50
tida bisa dibuka loo,1,2025-10-13 11:09:47
suara menyenang kan bisa masih hidup saat tidak menggunakan aplikasi rekomend,5,2025-10-13 11:09:26
ga bisa dibuka pas udah didownload percuma,1,2025-10-13 11:06:30
bagus,5,2025-10-13 10:25:25
ok,5,2025-10-13 10:16:43
lagu nya enak2 semua dan bagus,5,2025-10-13 10:10:50
lagu ya bagus,5,2025-10-13 10:08:53
sangat membantu,4,2025-10-13 10:01:25
"lagu sudah sesuai ,suara jernih dan bass ok.",5,2025-10-13 10:00:35
mantap,4,2025-10-13 09:59:27
bagus,5,2025-10-13 09:44:41
baguss,5,2025-10-13 09:40:34
tidak bisa memilah dan tidak bisa di racing/ cepat putaran lagunya paet,1,2025-10-13 09:33:45
"sangat senang,, dan seruu",5,2025-10-13 09:31:12
baguss bangett cuman suka ada iklan 🗿 jadi sering betmutt tapi baguss bengettt,5,2025-10-13 09:30:37
ok bgt,5,2025-10-13 09:24:46
sangat menghibur,5,2025-10-13 09:14:53
sangat bagus,5,2025-10-13 09:11:26
BUGIS SIDRAP,5,2025-10-13 09:00:24
"kikir dikit"" bayar kebelet haji",1,2025-10-13 08:43:52
bagus sekali,5,2025-10-13 08:42:47
aplikasi nya bagus banget 😝😝,5,2025-10-13 08:33:27
bagusss bngttt,5,2025-10-13 08:29:22
"apk ini bagussss bangettt tapii IKLANNYA bikin kesell, setiap 2 lagu pasti ada iklannya, iklannya juga bukan 1/2 tapi bisa lebih dari 2 jadi bikin apk ini muncul nilai negatif nya",3,2025-10-13 08:27:44
sangat menyenangkan dan enak di dengar,5,2025-10-13 08:24:06
mantap,5,2025-10-13 08:13:00
